CourseCode,CourseFullName
 NURS 127B , Community Theory
 NURS 128 , Evidence-Based Nursing Practice (Offered Only in Fall 20 - New Students: See Revised Nursing BS)
 NURS 133 , Professional Role Development IV
 NURS 135 , Health Issues in a Multicultural Society
 NURS 136 , Professional Role Development III
 NURS 137 , Professional Role Development V
 NURS 138 , Professional Role Development VI
 NURS 138X , Professional Role Development VI
 NURS 144 , Clinical Nursing Applications
 NURS 145 , Adult Care Clinical Practicum II
 NURS 146A , Pediatric Clinical
 NURS 146B , Maternal Health Clinical
 NURS 147A , Psychiatric/Mental Health Clinical
 NURS 147B , Community Health Clinical
 NURS 147BI , Community Health Clinical – International Experience
 NURS 148A , Senior Preceptorship
 NURS 148AI , Senior Practicum - International Experience
 NURS 161 , Leadership II
 NURS 164A , Community Health Theory
 NURS 164AR , Community Health Theory for Nursing BS Program (starting F2022)
 NURS 164B , Community Health Practicum
 NURS 165A , Child Health Theory
 NURS 165B , Child Health Practicum
 NURS 166 , Simulation I
 NURS 167A , Adult Care Management II
 NURS 167B , Adult Care Clinical Practicum II
 NURS 168A , Maternal Newborn Theory
 NURS 168B , Maternal Newborn Practicum
 NURS 170 , Evidence-Based Practice
 NURS 171 , Theoretical Foundations
 NURS 172 , Community Health Theory
 NURS 172R , Community Health Theory for RN to BSN Program (starting F2022)
 NURS 173 , Community Health Practicum
 NURS 177 , Senior Preceptorship
 NURS 177A , Senior Preceptorship
 NURS 178 , Leadership III
 NURS 178A , Leadership
 NURS 180 , Individual Studies
 NURS 192 , International Program Studies
 NURS 200 , Population Based Health Care Systems
 NURS 201 , Clinical Leadership Role Development
 NURS 202 , Theoretical Foundations
 NURS 204 , Diverse Populations and Health Care
 NURS 205F , Foot and Nail Care
 NURS 205O , Ostomy Care
 NURS 205W , Wound Care
 NURS 212 , Curriculum Development in Nursing
 NURS 214 , Nurse Educator Theory and Direct Care Practicum I
 NURS 216 , Academic Theory & Practicum II
 NURS 248 , Advanced Health Assessment
 NURS 250 , Family Nurse Practitioner Concepts and Theory I
 NURS 251 , Family Nurse Practitioner (FNP) Concepts and Theory II
 NURS 252 , Family Nurse Practitioner Concepts and Theory II
 NURS 252A , Family Nurse Practitioner (FNP) Concepts and Theory III
 NURS 253 , Family Nurse Practitioner Practicum I
 NURS 253ITL , International Family Nurse Practitioner Practicum I
 NURS 254 , Family Nurse Practitioner Practicum II
 NURS 256 , Family Nurse Practitioner Practicum III
 NURS 258 , Professional Issues for Nurse Practitioners
 NURS 259 , Advanced Clinical Pharmacology
 NURS 260 , Advanced Physiology and Pathophysiology for Advanced Practice Nursing
 NURS 295A , Research Methods
 NURS 297 , Master’s Project
 NURS 299 , Master’s Thesis
 NURS 574 , The Role of Diversity and Social Issues in Healthcare
 NURS 575 , Application of Theories in Advanced Nursing Practice
 NURS 576 , Application of Biostatistics to Populations
 NURS 580 , DNP Practicum
 NURS 583 , Leadership and Professional Responsibility in Complex Healthcare Systems
 NURS 584 ," Technology, Informatics, and Data Management in the Transformation of Healthcare"
 NURS 585 , Foundations of Evidence-Based Practice
 NURS 586 , Transformation of Health Care Systems: Health Policy and Economics
 NURS 587 , Principles of Epidemiology
 NURS 591 , Instructional Design and Curriculum Development
 NURS 592 , Outcomes Evaluation in Practice and Education
 NURS 593 , Project Management and Finance
 NURS 594 , Application of Evidence-Based Teaching in Nursing
 NURS 595A , Translating Evidence into Reflective Practice I
 NURS 595B , Translating Evidence into Reflective Practice II
 NURS 595C , Translating Evidence into Reflective Practice III Doctoral Project
 NUFS 1A , Physical Science of Food
 NUFS 8 , Nutrition for the Health Professions
 NUFS 9 , Introduction to Human Nutrition
 NUFS 10 , Basic Life Skills
 NUFS 12 , Cost Control in Hospitality
 NUFS 16 ," Science, Physiology, and Nutrition"
 NUFS 20 , Sanitation and Environmental Issues in the Hospitality Industry
 NUFS 21 , Culinary Principles and Practice
 NUFS 22 , Catering and Beverage Management
 NUFS 25 , Internship in Foodservice Management
 NUFS 31 ," Professionalism in Nutrition, Food Science and Packaging"
 NUFS 92 , International Program Studies
 NUFS 100W , Writing Workshop
 NUFS 101A , Food Science
 NUFS 103 , Food Processing and Packaging I
 NUFS 103L , Food Processing Laboratory
 NUFS 104A , Cultural Aspects of Food
 NUFS 105 , Current Issues in Nutrition
 NUFS 106A , Human Nutrition in the Life Span
 NUFS 106B , Research Methodology in Nutrition and Food Science
 NUFS 108A , Nutrition and Metabolism
 NUFS 108L , Nutrition Laboratory
 NUFS 109 , Advanced Nutrition
 NUFS 110A , Medical Nutrition Therapy
 NUFS 110B , Medical Nutrition Therapy
 NUFS 111 , Foodservice Production Management
 NUFS 113 , Foodservice Systems: Mgmt & Proc
 NUFS 114A , Community Nutrition for Majors
 NUFS 114B , Community Nutrition (non-majors)
 NUFS 115 , Issues in Food Toxicology
 NUFS 116 , Aging and Nutrition
 NUFS 117 , Food Evaluation Techniques
 NUFS 118 , Food Chemistry
 NUFS 122 , Chemical Analysis of Food
 NUFS 123 , Nutrition for Sport
 NUFS 124 , Disordered Eating and Nutrition Therapy
 NUFS 125 , Child Nutrition Program Administration
 NUFS 134 , Complementary and Alternative Health Practices
 NUFS 135 , Health Issues in a Multicultural Society
 NUFS 139 , Hunger and Environmental Nutrition
 NUFS 139ITL , Hunger and Environmental Nutrition
 NUFS 144 , Food Culture: Consuming Passions
 NUFS 144ITL , Food Culture: Consuming Passions: International Experience
 NUFS 150 , Food and Nutritional Toxicology
 NUFS 163 , Physical Fitness and Nutrition
 NUFS 180 , Individual Studies
 NUFS 190 , Nutrition Education and Counseling
 NUFS 192 , Field Experience in Nutrition and Food Science and Packaging Technology
 NUFS 192I , International Program Studies
 NUFS 194 , Entrepreneurial Nutrition
 NUFS 201 ," Colloquium in Nutrition, Food Science and Packaging"
 NUFS 217 ," Issues in Nutrition, Food and Packaging"
 NUFS 219A , Advanced Nutrition and Metabolism
 NUFS 219B , Seminar in Advanced Topics in Human Nutrition & Dietetics
 NUFS 220A , Advanced Medical Nutrition Therapy
 NUFS 242 , Advanced Foodservice/Restaurant Management
 NUFS 243 , Nutrition and Dietetics Leadership
 NUFS 257 , Biostatistics in Research
 NUFS 260 , Multidisciplinary Health Promotion in Later Life
 NUFS 280A , Dietetic Internship
 NUFS 295A , Research Methodology
 NUFS 298 ," Special Studies in Nutrition, Food Science and Packaging"
 NUFS 299 , Master’s Thesis
 NUFS 1290R , Culminating Experience Supervision
 OCTH 180 , Individual Studies
 OCTH 190 , Foundations of Neuroscience for Occupational Therapy
 OCTH 192I , International Program Studies
 OCTH 201A , Field Work Experience
 OCTH 201B , Advanced Field Work Experience
 OCTH 205 , Mindfulness of Self in Daily Life
 OCTH 207 , Mindfulness and Quality of Participation in Daily Occupations
 OCTH 210 , Seminar in Occupational Therapy
 OCTH 210ITL , Seminar in Occupational Therapy: International Experience
 OCTH 211 , Historical and Theoretical Foundations of Occupational Therapy
 OCTH 212 , Occupations through the Lifespan
 OCTH 213 , Professional Development I
 OCTH 216 , Evaluation in Occupational Therapy
 OCTH 221 , Occupational Analysis
 OCTH 222 , Functional Kinesiology for Occupational Therapists
 OCTH 224 , Occupational Therapy Practice in the Community I
 OCTH 225 , Capstone Evidence-Based MBHHS Practice Project
 OCTH 226 , Occupational Therapy with Children
 OCTH 230 , Management and Occupational Therapy
 OCTH 233 , Professional Development II
 OCTH 234 , Occupational Therapy Practice in the Community II
 OCTH 236 , Occupational Therapy with Youth
 OCTH 245 , Introduction to Research Methods
 OCTH 246 , Occupational Therapy with Young Adults
 OCTH 256 , Occupational Therapy with Middle Aged Adults
 OCTH 266 , Occupational Therapy with Older Adults
 OCTH 275 , Evidence Based Practice in Occupational Therapy
 OCTH 276 , Practicum and Seminar 1A
 OCTH 286 , Practicum and Seminar 1B
 OCTH 290 , Thesis/Project Supervison
 OCTH 292 , International Program Studies
 OCTH 295 , Advanced Research Methods in Occupational Therapy
 OCTH 298 , Supervised Study in Occupational Therapy
 OCTH 505 , Occupational Therapy Doctorate Exploration I
 OCTH 515 , Occupational Therapy Doctorate Exploration II
 OCTH 516 , Evaluations in Occupational Therapy
 OCTH 524 , Occupational Therapy Practice in the Community
 OCTH 526 , Occupational Therapy with Children
 OCTH 533 , Professional Development - Leadership
 OCTH 536 , Occupational Therapy with Youth
 OCTH 555 , Qualitative Research Methods in Occupational Therapy
 ORGS 101 , People & Organizations
 ORGS 102 ," Organizations, Inquiry & Analysis"
 ORGS 103 , Organizational Studies Capstone
 PKG 107 , Principles of Packaging
 PKG 120 , Artios CAD For Packaging
 PKG 121 , Solidworks For Packaging
 PKG 141A ," Packaging Materials I, Paper, Metal, and Wood Based"
 PKG 141B ," Packaging Materials II, Plastics, Composites, and Glass"
 PKG 146 , Packaging for Medical Devices and Pharmaceuticals
 PKG 152 , Globalization and the Environment
 PKG 156 , Packaging Machinery Systems
 PKG 158 , Protective Package Design and Testing
 PKG 159 , Packaging Material Handling and Distribution
 PKG 160 , Hazardous Materials Packaging
 PKG 169 , Food Packaging and Preservation
 PKG 170 , Packaging Development and Management
 PKG 180 , Individual Studies
 PKG 270 , Package Design for End Use
 PERS 1A , Elementary Persian Culture and Language I
 PHIL 9 , Mathematics and Logic for General Education
 PHIL 9W , Mathematics & Logic for General Education Workshop
 PHIL 10 , Introduction to Philosophy
 PHIL 12 , Philosophy of the Person
 PHIL 57 , Logic and Critical Reasoning
 PHIL 61 , Moral Issues
 PHIL 66 , Introduction to Aesthetics
 PHIL 70A , Ancient Philosophy
 PHIL 70B , Modern Philosophy
 PHIL 92 , International Program Studies
 PHIL 96L , Math & Logic for GE Workshop
 PHIL 104 , Asian Philosophy
 PHIL 106 , Philosophy of Art
 PHIL 107 , Philosophy and Literature
 PHIL 108 , Political and Social Philosophy
 PHIL 109 , Philosophy of Religion
 PHIL 110 ," Science, Technology and Human Values"
 PHIL 111 , Medical Ethics
 PHIL 112 , American Philosophy
 PHIL 113 , Existentialism and Phenomenology
 PHIL 117 , Philosophy of Race
 PHIL 118 , Latin American Philosophy
 PHIL 119 , Africana Philosophy and Culture
 PHIL 120 , Comparative Philosophy Theory & Practice
 PHIL 121 , Philosophy and Feminism
 PHIL 122 , Social Justice
 PHIL 126 , Environmental Ethics and Philosophy
 PHIL 132 , Ethical Theory
 PHIL 133 , Ethics in Science
 PHIL 134 ," Computers, Ethics and Society"
 PHIL 149 , Metaphysics & Epistemology
 PHIL 155 , Philosophy of Law
 PHIL 157 , Intermediate Logic & Language Analysis
 PHIL 158 , Philosophy of Language
 PHIL 159 , Philosophy of Mind
 PHIL 160 , Philosophy of Science
 PHIL 180 , Individual Studies
 PHIL 184 , Directed Reading
 PHIL 186 , Professional and Business Ethics
 PHIL 190 , Seminar in Philosophical Classics
 PHIL 192 , International Program Studies
 PHIL 195 , Seminar in Philosophy of Law
 PHIL 264A , Professional/Business Ethics
 PHIL 281 , Philosophy of Education
 PHIL 289 , Graduate Proseminar
 PHIL 290 , Advanced Seminar in a Selected Philosopher or Tradition
 PHIL 291 , Advanced Seminar in Epistemology and Metaphysics
 PHIL 292 , Advanced Seminar in Ethics or Aesthetics
 PHIL 293 , Advanced Seminar in Logical Theory
 PHIL 298 , Special Studies
 PHIL 299 , Master’s Thesis
 PHOT 40 , Beginning Photography
 PHOT 92 , International Program Studies
 PHOT 110 , Black and White Photography
 PHOT 112 , Color Photography
 PHOT 113 , Alternative Photo Media
 PHOT 114 , Advanced Black and White Photography
 PHOT 115 , Intermediate Digital Imaging
 PHOT 116 , Contemporary Issues in Photography
 PHOT 120 , Image and Idea
 PHOT 121 , Introduction to Studio Lighting
 PHOT 122 , Advanced Studio Lighting
 PHOT 123 , Photography as Illustration
 PHOT 125 , Special Topics in Photography
 PHOT 126 , History of Photography
 PHOT 129 , Professional Practices in Photography
 PHOT 180 , Individual Studies
 PHOT 192 , International Program Studies
 PHOT 197 , Senior Project Photography
 PHYS 1 , Elementary Physics
 PHYS 2A , Fundamentals of Physics
 PHYS 2B , Fundamentals of Physics
 PHYS 20 , Invitation to Physics and Astronomy
 PHYS 23 , Animation Physics
 PHYS 40 , Introduction to Computational Physics
 PHYS 49 , Introduction to Physics
 PHYS 50 , General Physics/Mechanics
 PHYS 50W , General Physics/Mechanics Workshop
 PHYS 51 , General Physics/Electricity and Magnetism
 PHYS 52 ," General Physics/Waves, Light, Heat"
 PHYS 92 , International Program Studies
 PHYS 100W , Methods of Research and Communication in Physics
 PHYS 105A , Advanced Mechanics I
 PHYS 105B , Advanced Mechanics II
 PHYS 107 , Waves and Oscillations
 PHYS 110A , Electricity and Magnetism I
 PHYS 110B , Electricity and Magnetism II
 PHYS 120A ," Electronics, Data Acquisition & Analysis"
 PHYS 120B , Advanced Scientific Measurements Lab
 PHYS 120C , Advanced Physics Lab: Optics and Lasers
 PHYS 121S , Radiation Safety
 PHYS 122 , Modern Physics
 PHYS 126 , Introduction to Nuclear Science
 PHYS 127 , Nuclear Science Lab
 PHYS 130 , Mathematical Methods in Physics
 PHYS 140 , Computational Methods in Physics
 PHYS 155 , Topics in Physics and Astronomy
 PHYS 158 , Modern Optics
 PHYS 160 , Thermodynamics and Statistical Physics
 PHYS 163 , Quantum Mechanics
 PHYS 166 , Physics of Music
 PHYS 168 , Lasers
 PHYS 175A , Solid State Physics
 PHYS 180 , Individual Studies
 PHYS 184 , Directed Reading
 PHYS 192 , International Program Studies
 PHYS 196B , Physics Education: Theory and Practice
 PHYS 200W , Research and Communication in Physics
 PHYS 205 , Advanced Dynamics
 PHYS 208 , Introduction to Electro-Optics
 PHYS 210 , Electromagnetic Theory
 PHYS 220E , Graduate Optics Lab
 PHYS 230 , Methods in Mathematical Physics
 PHYS 240 , Computational Physics
 PHYS 255 , Advanced Topics in Physics
 PHYS 255C , Celestial Mechanics
 PHYS 258 , Optics
 PHYS 260 , Statistical Mechanics
 PHYS 263A , Quantum Theory
 PHYS 268 , Laser Spectroscopy
 PHYS 275 , Solid State Physics
 PHYS 277 , Magnetism and Superconductivity
 PHYS 285 , Seminar
 PHYS 297 , Directed Research
 PHYS 298 , Graduate Research Report
 PHYS 299 , Master’s Thesis
 PHYS 1290R , Culminating Experience Supervision
 POLS 1 , American Government
 POLS 2 , Introduction to Comparative Politics
 POLS 3 , Introduction to Political Thought
 POLS 4 , Introduction to International Relations
 POLS 15 , Essentials of U.S. & California Government
 POLS 20 , Controversial Legal Issues
 POLS 92 , International Program Studies
 POLS 100M , Political Inquiry
 POLS 100W , Writing Workshop
 POLS 101 , American Government for Teachers
 POLS 102 , State Government and Politics
 POLS 103 , Local Government and Politics
 POLS 105 , Congress
 POLS 106 , The United States Presidency
 POLS 107 , Politics and Public Opinion
 POLS 108 , Political Participation
 POLS 109 , Women and Politics
 POLS 110 , Race and Politics
 POLS 114 , Introduction to Public Administration
 POLS 120 , Law and Society
 POLS 121A , Constitutional Law: Institutional Powers
 POLS 121B , Constitutional Law: Civil Liberties
 POLS 121C , Constitutional Law: Civil Rights
 POLS 122 , Judicial Politics
 POLS 124 , Introduction to Environmental Law
 POLS 130 , American Public Policy
 POLS 135 , U.S. Environmental Policy
 POLS 141 , Politics of Post-Communist Countries
 POLS 142 , African Politics
 POLS 144 , Middle Eastern Politics
 POLS 145 , Asian Politics
 POLS 146 , Latin American Politics
 POLS 147 , Globalization
 POLS 148 , Nationalism and Comparative Political Cultures
 POLS 149 , Comparative Public Policy and Administration
 POLS 150 , War and Peace
 POLS 152A , International Organizations and NGOs
 POLS 152B , Model United Nations
 POLS 153 , European Union
 POLS 154 , U.S. Foreign Policy: Formulation and Administration
 POLS 155 , The Wealth of Nations
 POLS 156 ," Islam, Politics and the West"
 POLS 157 , International Security
 POLS 160A , Classical Political Thought
 POLS 160B , Modern Political Thought
 POLS 160C , Recent Political Thought
 POLS 163 , American Political Thought
 POLS 170V , American Politics in Global Perspective
 POLS 177 , Political Psychology
 POLS 180 , Individual Studies
 POLS 181 , Internships
 POLS 181C , Internship Capstone
 POLS 184 , Directed Reading
 POLS 190 , Senior Seminar
 POLS 190H , Honors Thesis
 POLS 192 , International Program Studies
 POLS 199 , Current Political Issues
 POLS 292 , International Program Studies
 PORT 1A , Elementary Portuguese I
 PORT 1B , Elementary Portuguese II
 PORT 20A , Intermediate Portuguese
 PORT 20B , Intermediate Portuguese
 PORT 92 , International Program Studies
 PORT 101A , Advanced Portuguese
 PORT 101B , Advanced Portuguese
 PORT 102A , Special Topics in Lusophone Cultures
 PORT 102B , Brazilian Culture
 PORT 180 , Individual Studies in Portuguese
 PORT 192 , International Program Studies
 PSYC 1 , Introduction to Psychology
 PSYC 2Q , Identity Development and Prejudice
 PSYC 18 , Introduction to Research Methods
 PSYC 30 , Introductory Psychobiology
 PSYC 82 , Foundations of Developmental Psychology
 PSYC 92 , International Program Studies
 PSYC 100W , Writing Workshop
 PSYC 102 , Psychology of Childhood
 PSYC 105 , Special Topics in Developmental Psychology
 PSYC 107 , Psychology of Women
 PSYC 110 , Adult Psychopathology
 PSYC 112 , Psychology of Adolescence
 PSYC 114 , Psychology of Aging
 PSYC 117 , Psychological Tests and Measures
 PSYC 118 , Advanced Research Methods in Psychology
 PSYC 120 , Advanced Research Methods and Design
 PSYC 121A , Advanced Research Methods Social/Personality Laboratory
 PSYC 121B , Advanced Research Methods: Cognition/Perception
 PSYC 121C , Advanced Research Methods: Clinical Laboratory
 PSYC 121E , Advanced Research Methods: Psychophysiology Lab
 PSYC 126 ," Drugs, Brain and Behavior"
 PSYC 129 , Neuroscience
 PSYC 135 , Cognition
 PSYC 136 , Cognitive Science
 PSYC 139 , Psychology of Personality
 PSYC 142 , Child Psychopathology
 PSYC 145 , Community Mental Health
 PSYC 150 , Educational Psychology
 PSYC 153 , Psychology in the Courtroom
 PSYC 154 , Social Psychology
 PSYC 155 , Human Learning
 PSYC 156 , Applied Behavior Analysis
 PSYC 158 , Perception
 PSYC 160 , Clinical Psychology
 PSYC 165 , Theory and Methods of Counseling
 PSYC 167 , Sports Psychology
 PSYC 170 , Industrial and Organizational Psychology
 PSYC 173 , Human Factors
 PSYC 175 , Management Psychology
 PSYC 177 , Political Psychology
 PSYC 180 , Individual Studies
 PSYC 184 , Directed Reading
 PSYC 186 , Psychology Field Work
 PSYC 190 , Current Issues Capstone
 PSYC 191 , The Psychology of Prejudice
 PSYC 192 , International Program Studies
 PSYC 193 , Behavioral Science in Practice
 PSYC 195 , Honors Seminar in Psychology
 PSYC 199 , Senior Honors Thesis
 PSYC 200 , Seminar in Personality Theory
 PSYC 203A , Clinical Assessment I
 PSYC 204 , Seminar in Developmental Psychology
 PSYC 208 , Family Assessment and Intervention
 PSYC 209 , Psychology of Contemporary Families
 PSYC 210 , Advanced Psychopathology
 PSYC 211 , Child Psychopathology
 PSYC 212 , Lifespan Development
 PSYC 219 , HCI for Cyber Security
 PSYC 220 , Seminar in Experimental Psychology
 PSYC 222 , Gender and Ethnic Issues in Counseling and Therapy
 PSYC 224A , Clinical Psychology Practicum I
 PSYC 224B , Clinical Psychology Practicum II
 PSYC 225 , Advanced Group Dynamics
 PSYC 226 , Addictions and Treatment
 PSYC 228 , Professional Ethics for Psychologists
 PSYC 230 , Seminar in Physiological Psychology
 PSYC 232 , Clinical Psychopharmacology
 PSYC 235 , Seminar in Cognitive Psychology
 PSYC 240 , Research Design and Applied Psychometrics
 PSYC 243 , Field Work in Psychology
 PSYC 249 , Field Work in Industrial/Organizational Psychology
 PSYC 254 , Social Psychology Seminar
 PSYC 255 , Seminar in Learning
 PSYC 256 , Seminar in Perception
 PSYC 258 , Methods of Psychotherapy
 PSYC 260 , Crisis and Trauma Counseling
 PSYC 270 , Seminar in Industrial and Organizational Psychology
 PSYC 271 , Seminar in Personnel Psychology
 PSYC 272 , Training and Development in Organizations
 PSYC 273 , Seminar in Human Factors
 PSYC 275 , Professional Issues in I/O Psychology
 PSYC 276 , Groups at Work
 PSYC 280 , General Seminar
 PSYC 291 , Method and Design for Applied Research
 PSYC 293 , Organizational Development
 PSYC 298 , Special Problems
 PSYC 299 , Master’s Thesis or Project
 PSYC 1290R , Culminating Experience Supervision
 PADM 202 , Regional Governance
 PADM 210 , Introduction to Public Administration
 PADM 212 , Administrative Research Methods
 PADM 213 , Policy Analysis and Evaluation
 PADM 214 , Introduction to Public Management
 PADM 215 , Public Personnel Administration
 PADM 217 , Organizational Theory
 PADM 218 , Public Budgeting
 PADM 219 , Public Financial Administration
 PADM 220 , Non-Profit Management
 PADM 223 , Law and Public Administration
 PADM 240 , Environmental Planning
 PADM 281 , Public Administration Internship
 PADM 284 , Directed Reading
 PADM 295 , Topics in Public Administration
 PADM 297 , Advanced Seminar in Public Management
 PADM 298 , Special Problems
 PADM 299 , Master’s Thesis
 PADM 1290R , Culminating Experience Supervision
 PH 1 , Understanding Your Health
 PH 15 , Human Life Span
 PH 67 , Introductory Health Statistics
 PH 74 , Healthy Communities
 PH 92 , International Program Studies
 PH 99 , Introduction to Public Health
 PH 100W , Writing Workshop
 PH 101B , Computer Applications for Professionals
 PH 102 , Health Team Building
 PH 103 , Introduction to Health Policy
 PH 104 , Community Health Promotion
 PH 105 , Current Issues in Nutrition
 PH 107 , Aging and Society
 PH 108 , Health in Later Life
 PH 111 , Medical Ethics
 PH 114 , Applications in Community Health Promotion
 PH 117 , Social Policy and Services in Aging
 PH 118 , Long Term Care Services
 PH 122 , Women in the Second Half of Life
 PH 126 ," Drugs, Brain and Behavior"
 PH 135 , Health Issues in a Multicultural Society
 PH 135ITL , Health Issues in a Multicultural Society - International Experience
 PH 137 ," Families, Aging, and Diversity"
 PH 140 , Human Sexuality
 PH 145 , Community Mental Health
 PH 158 , Health Communications
 PH 161 , Epidemiology
 PH 162 , Health Care Organization and Admin
 PH 164 , Health Social Marketing
 PH 165 , The Health Professional
 PH 165A , Public Health Leadership Series I
 PH 165B , Public Health Leadership Series II
 PH 165C , Public Health Leadership Series III Fieldwork Experience
 PH 165D , Public Health Leadership Series IV
 PH 166A , Field Experience Seminar
 PH 166B , Fieldwork Experience
 PH 167 , Biostatistics
 PH 168 , Theoretical Foundations in Community Health Education
 PH 169 ," Diversity, Stress and Health"
 PH 170 , Health Care Economics
 PH 171 , Managed Health Care
 PH 172 , Contemporary Environmental Health Issues
 PH 173 , Comparative Healthcare Systems
 PH 174 , Fundamentals of Health Information Tech
 PH 175 ," Legal/Ethical Aspects, Healthcare Admin"
 PH 176 , Introduction to Global Health
 PH 179 , Public Health Capstone
 PH 180 , Individual Studies
 PH 183 , Special Topics in Community Health Education
 PH 184 , Directed Reading
 PH 188 , Community Health Assessment
 PH 189 , Community Health Education Capstone
 PH 191 , Applied Epidemiology
 PH 192 , International Program Studies
 PH 193 , Special Topics in Population Data Science
 PH 195 , Fundamentals of Data Management and Presentation
 PH 197 , Quantitative Analysis
 PH 198 , Qualitative Methods
 PH 199 , Population Data Science Capstone
 PH 200 , Contemporary Practice in Public Health
 PH 201 , Groups and Training: Theory and Practice
 PH 205A , Quantitative Methods for Public Health Practice I
 PH 205B , Quantitative Methods in Public Health
 PH 215 , Qualitative Methods for Public Health Practice
 PH 225 , Evaluation Methods for Public Health Practice
 PH 261 , Principles of Epidemiology
 PH 262 , Health Policy and Organization
 PH 263 , Principles and Skills of Health Administration
 PH 265 , Environmental Health
 PH 267 , Computational Public Health Statistics
 PH 269 , Applied Data Analysis
 PH 271 , Theoretical Foundations of Public Health
 PH 272 , Health Promotion Planning and Evaluation
 PH 276 , Community Organization and Health Promotion
 PH 277 , Multicultural Communication for Health Professionals
 PH 291A , Fieldwork Seminar
 PH 291B , Fieldwork Practicum
 PH 291C , Professional Skills for Public Health Practice
 PH 291D , Work Experience Practicum
 PH 291P , Professional Development
 PH 293 , Public Health Leadership
 PH 295 , Research Methodology
 PH 298 , Graduate Project
 PH 299 , Master’s Thesis
 PH 1290R , Culminating Experience Supervision
 PR 92 , International Program Studies
 PR 99 , Introduction to Public Relations
 PR 190 , Media and Influencer Relations
 PR 191 , Strategic Content Creation
 PR 192 , Case Studies in Strategic Communication
 PR 192I , International Program Studies
 PR 193 , Special Event Management
 PR 195 , Strategic Sport Communication and Media
 PR 197 , Introduction to Corporate Internal Communication
 PR 199 , Campaign Planning and Management
 RTVF 10 , The Art of Film
 RTVF 20 , Introduction to Audio for Film & Television
 RTVF 21 , KSJS On-Air Operations
 RTVF 30 , Introduction to Film & Television Production
 RTVF 31 , Film and Television Aesthetics
 RTVF 80 , Introduction to Media
 RTVF 82 , Introduction to Film History
 RTVF 92 , International Program Studies
 RTVF 110 , Media and Culture
 RTVF 111 , Alternative Cinema
 RTVF 120 , Intermediate Audio for Film & Television
 RTVF 121 , KSJS-FM Radio Activity
 RTVF 122 , KSJS Station Operation & Mgmt
 RTVF 126 , Advanced Audio Mixing
 RTVF 130 , Intermediate Film & Television Production
 RTVF 131A , Post Production: Color Correction
 RTVF 131B , Post Production Editing & Delivery
 RTVF 132A , Introduction to Cinematography
 RTVF 132B , Advanced Cinematography
 RTVF 133 , Film and Television Production Management
 RTVF 135 , RTVF Production: Special Projects
 RTVF 136 , Advanced Film & Television Production
 RTVF 160 , Introduction to Screenwriting
 RTVF 161 , Advanced Screenwriting
 RTVF 163 , Creating and Writing the Television Series
 RTVF 180S , Individual Studies
 RTVF 181 , Modern Film History
 RTVF 183 , Critical Studies & Research in RTVF
 RTVF 185 , Special Topics in RTVF
 RTVF 192I , International Program Studies
 RTVF 198 ," RTVF Internships, Portfolio, Career Prep"
 RTVF 199H , Honors Program
 RECL 10 , Creating a Meaningful Life
 RECL 15 , Human Life Span
 RECL 90 , Foundations of Recreation Parks & Tourism
 RECL 94 , The Outdoor Recreation Experience
 RECL 97 , Event Planning
 RECL 100W , Writing Workshop
 RECL 110 ," Leisure, Life and Contemporary Society"
 RECL 111 ," Leisure, Culture, and Identity"
 RECL 112 , Foundations of Recreation Therapy
 RECL 132 , Recreation Program Planning
 RECL 135 , Planning and Managing Rec Areas & Facil
 RECL 136 , Principles of Recreation and Park Admin
 RECL 140A , Spec Interventions in RT:Aquatic Therapy
 RECL 140B , Spec Inter in RT: Behavior Interventions
 RECL 140C , Spec Inter in RT: Adventure Tx
 RECL 143 , Festivals and Community Special Events
 RECL 144 , Natural and Cultural Resource Interpretation in Recreation and Parks
 RECL 148 , Biofeedback Principles and Practices
 RECL 150 , For-Profit Enterprises in Recreation
 RECL 152 , Non-Profit Leadership & Management
 RECL 153 , Youth Development and Services
 RECL 155 , Outdoor Recreation Systems
 RECL 156 , Principles of Sustainable Travel and Tourism
 RECL 157 , Sustainable Recreation & Ecotourism
 RECL 157ITL , Sustainable Recreation & Ecotourism: International Experience
 RECL 160 , Evaluation and Research in Recreation
 RECL 169 , Practicum in Recreation Therapy
 RECL 170A , Pre-Intern Workshop
 RECL 170B , Internship in Recreation
 RECL 170C , Internship in Recreation Therapy
 RECL 180 , Individual Studies
 RECL 184 , Directed Reading
 RECL 185 ," Leisure, Recreation and Aging"
 RECL 187 , Leisure Education in Recreation Therapy
 RECL 192 , International Program Studies
 RECL 193 , RT Interventions for People with Physical Conditions
 RECL 197 , Recreation Therapy in Mental Health
 RECL 198 , Rec Therapy Assessment and Documentation
 RECL 199 , Advanced Practices in Recreation Therapy
 RECL 200 , Foundations of Recreation and Tourism
 RECL 202 , Evaluation and Assessment in Recreation and Tourism
 RECL 203 , Seminar in Recreation-Park Administration
 RECL 204 , Research Methods in Recreation and Tourism
 RECL 205 , Finance in Recreation
 RECL 210 , Contemporary Theories in Recreation and Tourism
 RECL 211 , Therapeutic Recreation Practices
 RECL 212 , Facilitation and Intervention in Therapeutic Recreation
 RECL 213 , Advanced Professional Therapeutic Recreation Practices
 RECL 215 , International Tourism Trends and Issues
 RECL 216 , Marketing for Tourism and Recreation
 RECL 217 , Information Technology and Tourism
